id,adv_source_id,source_id,model,decoding,repetition_penalty,attack,domain,title,prompt,generation
facccffa-e48d-495e-84b2-e225b610fa9c,facccffa-e48d-495e-84b2-e225b610fa9c,facccffa-e48d-495e-84b2-e225b610fa9c,human,,,none,abstracts,A common approach to three open problems in number theory,,"  The following system of equations {x_1 \cdot x_1=x_2, x_2 \cdot x_2=x_3,
2^{2^{x_1}}=x_3, x_4 \cdot x_5=x_2, x_6 \cdot x_7=x_2} has exactly one solution
in ({\mathbb N}\{0,1})^7, namely (2,4,16,2,2,2,2). Hypothesis 1 states that if
a system of equations S \subseteq {x_i \cdot x_j=x_k: i,j,k \in {1,...,7}} \cup
{2^{2^{x_j}}=x_k: j,k \in {1,...,7}} has at most five equations and at most
finitely many solutions in ({\mathbb N}\{0,1})^7, then each such solution
(x_1,...,x_7) satisfies x_1,...,x_7 \leq 16. Hypothesis 1 implies that there
are infinitely many composite numbers of the form 2^{2^{n}}+1. Hypotheses 2 and
3 are of similar kind. Hypothesis 2 implies that if the equation x!+1=y^2 has
at most finitely many solutions in positive integers x and y, then each such
solution (x,y) belongs to the set {(4,5),(5,11),(7,71)}. Hypothesis 3 implies
that if the equation x(x+1)=y! has at most finitely many solutions in positive
integers x and y, then each such solution (x,y) belongs to the set
{(1,2),(2,3)}. We describe semi-algorithms sem_j (j=1,2,3) that never
terminate. For every j \in {1,2,3}, if Hypothesis j is true, then sem_j
endlessly prints consecutive positive integers starting from 1. For every j \in
{1,2,3}, if Hypothesis j is false, then sem_j prints a finite number (including
zero) of consecutive positive integers starting from 1.
"
c4d7807a-134f-40c5-ad47-ddbb34a2fcf5,c4d7807a-134f-40c5-ad47-ddbb34a2fcf5,c4d7807a-134f-40c5-ad47-ddbb34a2fcf5,human,,,none,abstracts,Fast Bayesian Optimal Experimental Design for Seismic Source Inversion,,"  We develop a fast method for optimally designing experiments in the context
of statistical seismic source inversion. In particular, we efficiently compute
the optimal number and locations of the receivers or seismographs. The seismic
source is modeled by a point moment tensor multiplied by a time-dependent
function. The parameters include the source location, moment tensor components,
and start time and frequency in the time function. The forward problem is
modeled by elastodynamic wave equations. We show that the Hessian of the cost
functional, which is usually defined as the square of the weighted L2 norm of
the difference between the experimental data and the simulated data, is
proportional to the measurement time and the number of receivers. Consequently,
the posterior distribution of the parameters, in a Bayesian setting,
concentrates around the ""true"" parameters, and we can employ Laplace
approximation and speed up the estimation of the expected Kullback-Leibler
divergence (expected information gain), the optimality criterion in the
experimental design procedure. Since the source parameters span several
magnitudes, we use a scaling matrix for efficient control of the condition
number of the original Hessian matrix. We use a second-order accurate finite
difference method to compute the Hessian matrix and either sparse quadrature or
Monte Carlo sampling to carry out numerical integration. We demonstrate the
efficiency, accuracy, and applicability of our method on a two-dimensional
seismic source inversion problem.
"
e7db423f-f521-400e-8406-046b30fcaf28,e7db423f-f521-400e-8406-046b30fcaf28,e7db423f-f521-400e-8406-046b30fcaf28,human,,,none,abstracts,A Survey of Data Mining Techniques for Social Media Analysis,,"  Social network has gained remarkable attention in the last decade. Accessing
social network sites such as Twitter, Facebook LinkedIn and Google+ through the
internet and the web 2.0 technologies has become more affordable. People are
becoming more interested in and relying on social network for information, news
and opinion of other users on diverse subject matters. The heavy reliance on
social network sites causes them to generate massive data characterised by
three computational issues namely; size, noise and dynamism. These issues often
make social network data very complex to analyse manually, resulting in the
pertinent use of computational means of analysing them. Data mining provides a
wide range of techniques for detecting useful knowledge from massive datasets
like trends, patterns and rules [44]. Data mining techniques are used for
information retrieval, statistical modelling and machine learning. These
techniques employ data pre-processing, data analysis, and data interpretation
processes in the course of data analysis. This survey discusses different data
mining techniques used in mining diverse aspects of the social network over
decades going from the historical techniques to the up-to-date models,
including our novel technique named TRCM. All the techniques covered in this
survey are listed in the Table.1 including the tools employed as well as names
of their authors.
"
403333f8-1f6b-4f0c-aa71-76ccd9b4ce44,403333f8-1f6b-4f0c-aa71-76ccd9b4ce44,403333f8-1f6b-4f0c-aa71-76ccd9b4ce44,human,,,none,abstracts,"Linking Cellular and Mechanical Processes in Articular Cartilage Lesion
  Formation: A Mathematical Model",,"  A severe application of stress on articular cartilage can initiate a cascade
of biochemical reactions that can lead to the development of osteoarthritis. We
constructed a multiscale mathematical model of the process with three
components: cellular, chemical, and mechanical. The cellular component
describes the different chondrocyte states according to the chemicals these
cells release. The chemical component models the change in concentrations of
those chemicals. The mechanical component contains a simulation of pressure
application onto a cartilage explant and the resulting strains that initiate
the biochemical processes. The model creates a framework for incorporating
explicit mechanics, simulated by finite element analysis, into a theoretical
biology framework.
"
69da4fa6-1f4f-414e-8cc8-bc401182d8cd,69da4fa6-1f4f-414e-8cc8-bc401182d8cd,69da4fa6-1f4f-414e-8cc8-bc401182d8cd,human,,,none,abstracts,"Ultra-directional super-scattering of homogenous spherical particles
  with radial anisotropy",,"  We study the light scattering of homogenous radially-anisotropic spherical
particles. It is shown that radial anisotropy can be employed to tune
effectively the electric resonances, and thus enable flexible overlapping of
electric and magnetic dipoles of various numbers, which leads to unidirectional
forward super-scattering at different spectral positions. We further reveal
that through adjusting the radial anisotropy parameters, electric and magnetic
resonances of higher orders can be also made overlapped, thus further
collimating the forward scattering lobes. The ultra-directional
super-scattering we have obtained with individual homogenous radially
anisotropic spherical particles may shed new light to the design of compact and
efficient nanoantennas, which may find various applications in solar cells,
bio-sensing and many other antenna based researches.
"
bb5ac623-ef49-4361-9c27-020e9a618760,bb5ac623-ef49-4361-9c27-020e9a618760,bb5ac623-ef49-4361-9c27-020e9a618760,human,,,none,abstracts,Estimating an NBA player's impact on his team's chances of winning,,"  Traditional NBA player evaluation metrics are based on scoring differential
or some pace-adjusted linear combination of box score statistics like points,
rebounds, assists, etc. These measures treat performances with the outcome of
the game still in question (e.g. tie score with five minutes left) in exactly
the same way as they treat performances with the outcome virtually decided
(e.g. when one team leads by 30 points with one minute left). Because they
ignore the context in which players perform, these measures can result in
misleading estimates of how players help their teams win. We instead use a win
probability framework for evaluating the impact NBA players have on their
teams' chances of winning. We propose a Bayesian linear regression model to
estimate an individual player's impact, after controlling for the other players
on the court. We introduce several posterior summaries to derive rank-orderings
of players within their team and across the league. This allows us to identify
highly paid players with low impact relative to their teammates, as well as
players whose high impact is not captured by existing metrics.
"
f5bf817a-232a-4987-99ce-b97080023b24,f5bf817a-232a-4987-99ce-b97080023b24,f5bf817a-232a-4987-99ce-b97080023b24,human,,,none,abstracts,"Direct Imaging of Nanoscale Conductance Evolution in Ion-Gel-Gated Oxide
  Transistors",,"  Electrostatic modification of functional materials by electrolytic gating has
demonstrated a remarkably wide range of density modulation, a condition crucial
for developing novel electronic phases in systems ranging from complex oxides
to layered chalcogenides. Yet little is known microscopically when carriers are
modulated in electrolyte-gated electric double-layer transistors (EDLTs) due to
the technical challenge of imaging the buried electrolyte-semiconductor
interface. Here, we demonstrate the real-space mapping of the channel
conductance in ZnO EDLTs using a cryogenic microwave impedance microscope. A
spin-coated ionic gel layer with typical thicknesses below 50 nm allows us to
perform high resolution (on the order of 100 nm) sub-surface imaging, while
maintaining the capability of inducing the metal-insulator transition under a
gate bias. The microwave images vividly show the spatial evolution of channel
conductance and its local fluctuations through the transition, as well as the
uneven conductance distribution established by a large source-drain bias. The
unique combination of ultra-thin ion-gel gating and microwave imaging offers a
new opportunity to study the local transport and mesoscopic electronic
properties in EDLTs.
"
4f7653f4-ca5e-4a25-8cb3-39ff5c826df0,4f7653f4-ca5e-4a25-8cb3-39ff5c826df0,4f7653f4-ca5e-4a25-8cb3-39ff5c826df0,human,,,none,abstracts,Inductive types in homotopy type theory,,"  Homotopy type theory is an interpretation of Martin-L\""of's constructive type
theory into abstract homotopy theory. There results a link between constructive
mathematics and algebraic topology, providing topological semantics for
intensional systems of type theory as well as a computational approach to
algebraic topology via type theory-based proof assistants such as Coq.
  The present work investigates inductive types in this setting. Modified rules
for inductive types, including types of well-founded trees, or W-types, are
presented, and the basic homotopical semantics of such types are determined.
Proofs of all results have been formally verified by the Coq proof assistant,
and the proof scripts for this verification form an essential component of this
research.
"
4f1aafc1-0a98-4fc2-aa50-8cda24ab4450,4f1aafc1-0a98-4fc2-aa50-8cda24ab4450,4f1aafc1-0a98-4fc2-aa50-8cda24ab4450,human,,,none,abstracts,"Improved Control Strategies for Intermittent Contact Mode Atomic Force
  Microscopes",,"  Atomic force microscopes have proved to be fundamental research tools in many
situations where a gentle imaging process is required, and in a variety of
environmental conditions, such as the study of biological samples. Among the
possible modes of operation, intermittent contact mode is one that causes less
wear to both the sample and the instrument; therefore, it is ideal when imaging
soft samples. However, intermittent contact mode is not particularly fast when
compared to other imaging strategies. In this paper, we introduce three
enhanced control approaches, applied at both the dither and z-axis piezos, to
address the limitations of existing control schemes. Our proposed strategies
are able to eliminate different image artefacts, automatically adapt scan speed
to the sample being scanned and predict its features in real time. The result
is that both the image quality and the scan time are improved.
"
c45482a8-bee0-42ab-abf7-1c4177d59c2c,c45482a8-bee0-42ab-abf7-1c4177d59c2c,c45482a8-bee0-42ab-abf7-1c4177d59c2c,human,,,none,abstracts,"Magnetic dipole radiation tailored by substrates: numerical
  investigation",,"  Nanoparticles of high refractive index materials can possess strong magnetic
polarizabilities and give rise to artificial magnetism in the optical spectral
range. While the response of individual dielectric or metal spherical particles
can be described analytically via multipole decomposition in the Mie series,
the influence of substrates, in many cases present in experimental
observations, requires different approaches. Here, the comprehensive numerical
studies of the influence of a substrate on the spectral response of high- index
dielectric nanoparticles were performed. In particular, glass, perfect electric
conductor, gold, and hyperbolic metamaterial substrates were investigated.
Optical properties of nanoparticles were characterized via scattering
cross-section spectra, electric field profiles, and induced electric and
magnetic moments. The presence of substrates was shown to introduce significant
impact on particle's magnetic resonances and resonant scattering
cross-sections. Variation of substrate material provides an additional degree
of freedom in tailoring properties of emission of magnetic multipoles,
important in many applications.
"
bdc22a92-1330-48c6-9132-5c823ea49b0f,bdc22a92-1330-48c6-9132-5c823ea49b0f,bdc22a92-1330-48c6-9132-5c823ea49b0f,human,,,none,abstracts,"Characterization and suppression techniques for degree of radiation
  damping in inversion recovery measurements",,"  Radiation damping (RD) has been shown to affect T1 measurement in inversion
recovery experiments. In this work, we demonstrate that the extent of RD
depends upon the T1 of the sample. RD difference spectroscopy (RADDSY) is used
to characterize the severity of RD, while gradient inversion recovery (GIR) is
used for RD suppression in T1 measurements. At 9.4 T, for the radiation damping
characteristic time (Trd) of 50 ms, these investigations show non-negligible RD
effects for T1 values greater than Trd, with severe distortions for T1 longer
than about 150 ms, showing reasonable agreement with the predicted Trd. We also
report a discrepancy between published expressions for the characteristic RD
time.
"
cc77563c-b80d-4cad-945f-077ff68922d9,cc77563c-b80d-4cad-945f-077ff68922d9,cc77563c-b80d-4cad-945f-077ff68922d9,human,,,none,abstracts,Gromov-Witten invariants of $\mathrm{Sym}^d\mathbb{P}^r$,,"  We give a graph-sum algorithm that expresses any genus-$g$ Gromov-Witten
invariant of the symmetric product orbifold
$\mathrm{Sym}^d\mathbb{P}^r:=[(\mathbb{P}^r)^d/S_d]$ in terms of ""Hurwitz-Hodge
integrals"" -- integrals over (compactified) Hurwitz spaces. We apply the
algorithm to prove a partial mirror theorem for $\mathrm{Sym}^d\mathbb{P}^r$ in
genus zero. The theorem states that a generating function of Gromov-Witten
invariants of $\mathrm{Sym}^d\mathbb{P}^r$ is equal to an explicit power series
$I_{\mathrm{Sym}^d\mathbb{P}^r},$ conditional upon a conjectural combinatorial
identity. This is a first step towards proving Ruan's Crepant Resolution
Conjecture for the resolution $\mathrm{Hilb}^{(d)}(\mathbb{P}^2)$ of the coarse
moduli space of $\mathrm{Sym}^d\mathbb{P}^2.$
"
7911923a-bf03-4203-8c3d-31aca0c7f7a2,7911923a-bf03-4203-8c3d-31aca0c7f7a2,7911923a-bf03-4203-8c3d-31aca0c7f7a2,human,,,none,abstracts,"High order three-term recursions, Riemann-Hilbert minors and Nikishin
  systems on star-like sets",,"  We study monic polynomials $Q_n(x)$ generated by a high order three-term
recursion $xQ_n(x)=Q_{n+1}(x)+a_{n-p} Q_{n-p}(x)$ with arbitrary $p\geq 1$ and
$a_n>0$ for all $n$. The recursion is encoded by a two-diagonal Hessenberg
operator $H$. One of our main results is that, for periodic coefficients $a_n$
and under certain conditions, the $Q_n$ are multiple orthogonal polynomials
with respect to a Nikishin system of orthogonality measures supported on
star-like sets in the complex plane. This improves a recent result of
Aptekarev-Kalyagin-Saff where a formal connection with Nikishin systems was
obtained in the case when $\sum_{n=0}^{\infty}|a_n-a|<\infty$ for some $a>0$.
  An important tool in this paper is the study of ""Riemann-Hilbert minors"", or
equivalently, the ""generalized eigenvalues"" of the Hessenberg matrix $H$. We
prove interlacing relations for the generalized eigenvalues by using totally
positive matrices. In the case of asymptotically periodic coefficients $a_n$,
we find weak and ratio asymptotics for the Riemann-Hilbert minors and we obtain
a connection with a vector equilibrium problem. We anticipate that in the
future, the study of Riemann-Hilbert minors may prove useful for more general
classes of multiple orthogonal polynomials.
"
9ddb38de-1b02-4567-8f5c-0a07ba9018af,9ddb38de-1b02-4567-8f5c-0a07ba9018af,9ddb38de-1b02-4567-8f5c-0a07ba9018af,human,,,none,abstracts,On Sub-Propositional Fragments of Modal Logic,,"  In this paper, we consider the well-known modal logics $\mathbf{K}$,
$\mathbf{T}$, $\mathbf{K4}$, and $\mathbf{S4}$, and we study some of their
sub-propositional fragments, namely the classical Horn fragment, the Krom
fragment, the so-called core fragment, defined as the intersection of the Horn
and the Krom fragments, plus their sub-fragments obtained by limiting the use
of boxes and diamonds in clauses. We focus, first, on the relative expressive
power of such languages: we introduce a suitable measure of expressive power,
and we obtain a complex hierarchy that encompasses all fragments of the
considered logics. Then, after observing the low expressive power, in
particular, of the Horn fragments without diamonds, we study the computational
complexity of their satisfiability problem, proving that, in general, it
becomes polynomial.
"
12966465-f7fb-4019-967c-3231c4c2d909,12966465-f7fb-4019-967c-3231c4c2d909,12966465-f7fb-4019-967c-3231c4c2d909,human,,,none,abstracts,"The logical strength of B\""uchi's decidability theorem",,"  We study the strength of axioms needed to prove various results related to
automata on infinite words and B\""uchi's theorem on the decidability of the MSO
theory of $(N, {\le})$. We prove that the following are equivalent over the
weak second-order arithmetic theory $RCA_0$:
  (1) the induction scheme for $\Sigma^0_2$ formulae of arithmetic,
  (2) a variant of Ramsey's Theorem for pairs restricted to so-called additive
colourings,
  (3) B\""uchi's complementation theorem for nondeterministic automata on
infinite words,
  (4) the decidability of the depth-$n$ fragment of the MSO theory of $(N,
{\le})$, for each $n \ge 5$.
  Moreover, each of (1)-(4) implies McNaughton's determinisation theorem for
automata on infinite words, as well as the ""bounded-width"" version of K\""onig's
Lemma, often used in proofs of McNaughton's theorem.
"
7afbf3d9-a701-4b1a-8a21-abf43b3526d3,7afbf3d9-a701-4b1a-8a21-abf43b3526d3,7afbf3d9-a701-4b1a-8a21-abf43b3526d3,human,,,none,abstracts,"On the Generalised Colouring Numbers of Graphs that Exclude a Fixed
  Minor",,"  The generalised colouring numbers $\mathrm{col}_r(G)$ and
$\mathrm{wcol}_r(G)$ were introduced by Kierstead and Yang as a generalisation
of the usual colouring number, and have since then found important theoretical
and algorithmic applications. In this paper, we dramatically improve upon the
known upper bounds for generalised colouring numbers for graphs excluding a
fixed minor, from the exponential bounds of Grohe et al. to a linear bound for
the $r$-colouring number $\mathrm{col}_r$ and a polynomial bound for the weak
$r$-colouring number $\mathrm{wcol}_r$. In particular, we show that if $G$
excludes $K_t$ as a minor, for some fixed $t\ge4$, then
$\mathrm{col}_r(G)\le\binom{t-1}{2}\,(2r+1)$ and
$\mathrm{wcol}_r(G)\le\binom{r+t-2}{t-2}\cdot(t-3)(2r+1)\in\mathcal{O}(r^{\,t-1})$.
In the case of graphs $G$ of bounded genus $g$, we improve the bounds to
$\mathrm{col}_r(G)\le(2g+3)(2r+1)$ (and even $\mathrm{col}_r(G)\le5r+1$ if
$g=0$, i.e. if $G$ is planar) and
$\mathrm{wcol}_r(G)\le\Bigl(2g+\binom{r+2}{2}\Bigr)\,(2r+1)$.
"
36ef3ddb-d2c5-4ea5-9375-853173156846,36ef3ddb-d2c5-4ea5-9375-853173156846,36ef3ddb-d2c5-4ea5-9375-853173156846,human,,,none,abstracts,Crepant resolutions and open strings II,,"  We recently formulated a number of Crepant Resolution Conjectures (CRC) for
open Gromov-Witten invariants of Aganagic-Vafa Lagrangian branes and verified
them for the family of threefold type A-singularities. In this paper we enlarge
the body of evidence in favor of our open CRCs, along two different strands. In
one direction, we consider non-hard Lefschetz targets and verify the disk CRC
for local weighted projective planes. In the other, we complete the proof of
the quantized (all-genus) open CRC for hard Lefschetz toric Calabi-Yau three
dimensional representations by a detailed study of the G-Hilb resolution of
$[C^3/G]$ for $G=\mathbb{Z}_2 \times \mathbb{Z}_2$. Our results have
implications for closed-string CRCs of Coates-Iritani-Tseng, Iritani, and Ruan
for this class of examples.
"
f2df7ecc-4832-406b-94eb-09abddb91845,f2df7ecc-4832-406b-94eb-09abddb91845,f2df7ecc-4832-406b-94eb-09abddb91845,human,,,none,abstracts,"Design and Optimizing of On-Chip Kinesin Substrates for Molecular
  Communication",,"  Lab-on-chip devices and point-of-care diagnostic chip devices are composed of
many different components such as nanosensors that must be able to communicate
with other components within the device. Molecular communication is a promising
solution for on-chip communication. In particular, kinesin driven microtubule
(MT) motility is an effective means of transferring information particles from
one component to another. However, finding an optimal shape for these channels
can be challenging. In this paper we derive a mathematical optimization model
that can be used to find the optimal channel shape and dimensions for any
transmission period. We derive three specific models for the rectangular
channels, regular polygonal channels, and regular polygonal ring channels. We
show that the optimal channel shapes are the square-shaped channel for the
rectangular channel, and circular-shaped channel for the other classes of
shapes. Finally, we show that among all 2 dimensional shapes the optimal design
choice that maximizes information rate is the circular-shaped channel.
"
d0091571-3848-4396-a0fa-070c7345b9a1,d0091571-3848-4396-a0fa-070c7345b9a1,d0091571-3848-4396-a0fa-070c7345b9a1,human,,,none,abstracts,"Photoelectric effect induced by blackbody radiation: a theoretical
  analysis of a potential heat energy harvesting mechanism",,"  The photoelectric effect induced by blackbody radiation could be a mechanism
to harvest ambient thermal energy at a uniform temperature. Here, I describe
(without going too much into mathematical details) the theoretical model I
developed starting from 2010 to study that phenomenon, and I summarize the
results of the numerical simulations. Simulations tell us that the process must
be there. Moreover, at least two experimental tests have been performed in the
past years that seem to corroborate, although not definitely, the alleged
functioning of the proposed mechanism. Unfortunately, at present, the
obtainable power density is extremely low and inadequate for immediate
practical applications.
"
80bed2bc-4fdb-460a-9685-bcdb475753d4,80bed2bc-4fdb-460a-9685-bcdb475753d4,80bed2bc-4fdb-460a-9685-bcdb475753d4,human,,,none,abstracts,Criteria for measures of quantum correlations,,"  Entanglement does not describe all quantum correlations and several authors
have shown the need to go beyond entanglement when dealing with mixed states.
Various different measures have sprung up in the literature, for a variety of
reasons, to describe bipartite and multipartite quantum correlations; some are
known under the collective name quantum discord. Yet, in the same sprit as the
criteria for entanglement measures, there is no general mechanism that
determines whether a measure of quantum and classical correlations is a proper
measure of correlations. This is partially due to the fact that the answer is a
bit muddy. In this article we attempt tackle this muddy topic by writing down
several criteria for a ""good"" measure of correlations. We breakup our list into
necessary, reasonable, and debatable conditions. We then proceed to prove
several of these conditions for generalized measures of quantum correlations.
However, not all conditions are met by all measures; we show this via several
examples. The reasonable conditions are related to continuity of correlations,
which has not been previously discussed. Continuity is an important quality if
one wants to probe quantum correlations in the laboratory. We show that most
types of quantum discord are continuous but none are continuous with respect to
the measurement basis used for optimization.
"
6c61ead3-4552-48d7-a4d6-e52d96357f43,6c61ead3-4552-48d7-a4d6-e52d96357f43,6c61ead3-4552-48d7-a4d6-e52d96357f43,human,,,none,abstracts,"Accounting for model error due to unresolved scales within ensemble
  Kalman filtering",,"  We propose a method to account for model error due to unresolved scales in
the context of the ensemble transform Kalman filter (ETKF). The approach
extends to this class of algorithms the deterministic model error formulation
recently explored for variational schemes and extended Kalman filter. The model
error statistic required in the analysis update is estimated using historical
reanalysis increments and a suitable model error evolution law. Two different
versions of the method are described; a time-constant model error treatment
where the same model error statistical description is time-invariant, and a
time-varying treatment where the assumed model error statistics is randomly
sampled at each analysis step. We compare both methods with the standard method
of dealing with model error through inflation and localization, and illustrate
our results with numerical simulations on a low order nonlinear system
exhibiting chaotic dynamics. The results show that the filter skill is
significantly improved through the proposed model error treatments, and that
both methods require far less parameter tuning than the standard approach.
Furthermore, the proposed approach is simple to implement within a pre-existing
ensemble based scheme. The general implications for the use of the proposed
approach in the framework of square-root filters such as the ETKF are also
discussed.
"
9af27e65-fc1b-4ea1-bd60-274187762f8c,9af27e65-fc1b-4ea1-bd60-274187762f8c,9af27e65-fc1b-4ea1-bd60-274187762f8c,human,,,none,abstracts,BEC-BCS crossover in a cold and magnetized two color NJL model,,"  The BEC-BCS crossover for a NJL model with diquark interactions is studied in
the presence of an external magnetic field. Particular attention is paid to
different regularization schemes used in the literature. A thorough comparison
of results is performed for the case of a cold and magnetized two-color NJL
model. According to our results, the critical chemical potential for the BEC
transition exhibits a clear inverse magnetic catalysis effect for magnetic
fields in the range $ 1 \lesssim eB/m_\pi^2 \lesssim 20 $. As for the BEC-BCS
crossover, the corresponding critical chemical potential is very weakly
sensitive to magnetic fields up to $eB \sim 9\ m_\pi^2$, showing a much smaller
inverse magnetic catalysis as compared to the BEC transition, and displays a
strong magnetic catalysis from this point on.
"
121de602-5347-47df-8297-8d361c49d866,121de602-5347-47df-8297-8d361c49d866,121de602-5347-47df-8297-8d361c49d866,human,,,none,abstracts,"Quantum Zeno, Hamlet and similar effects by frequent detection of
  polarization",,"  For an unstable quantum system quantum Zeno effect represents total decay
probability decrease while quantum anti-Zeno effect represents total decay
probability increase by frequent decay detection under condition that decay
probability is the same in all single decay detection. Some authors considered
optical, i.e. polarization detection analogy of quantum Zeno and anti-Zeno
effects. We use simplest (Malus law) form of such ideas on the optical, i.e.
polarization detection analogy of quantum Zeno and anti-Zeno effects and we
suggest some new situations when decay probability is different in different
single decay detection. We consider such situation, called quantum Hamlet
effect, when, by frequent detection, final total polarization angle and state
converge but total probability for appearance of this state diverges. Also we
consider such situation, called quantum anti-Hamlet effect, when, by frequent
detection, final total polarization angle and state diverge but total
probability for appearance of this state converges. (By simple analogy we
define quantum anti-Hamlet effect for unstable quantum system too.) Finally, we
consider such situation when, by frequent detection, total probability for
propagation of the photon through all analyzers has form of (quasi)
exponentially decreasing function.
"
6f05042e-5f27-4dea-8a83-179ebc71d297,6f05042e-5f27-4dea-8a83-179ebc71d297,6f05042e-5f27-4dea-8a83-179ebc71d297,human,,,none,abstracts,Mesoscale modeling of colloidal suspensions with adsorbing solutes,,"  We construct a mesoscale model of colloidal suspensions that contain solutes
reversibly adsorbing onto the colloidal particle surfaces. The present model
describes the coupled dynamics of the colloidal particles, the host fluid, and
the solutes through the Newton-Euler equations of motion, the hydrodynamic
equations, and the advection-diffusion equation, respectively. The solute
adsorption is modeled through a square-well potential, which represents a
short-range attractive interaction between a particle and a solute molecule.
The present model is formulated to be solved through direct numerical
simulations. Some numerical results are presented to validate the simulations.
The present model enables investigations of solute adsorption effects in the
presence of a fluid flow and an inhomogeneous solute concentration
distribution.
"
cc977833-8dc5-4c82-b84e-9f377b03d93b,cc977833-8dc5-4c82-b84e-9f377b03d93b,cc977833-8dc5-4c82-b84e-9f377b03d93b,human,,,none,abstracts,Conserved charges of the extended Bondi-Metzner-Sachs algebra,,"  Isolated objects in asymptotically flat spacetimes in general relativity are
characterized by their conserved charges associated with the
Bondi-Metzner-Sachs (BMS) group. These charges include total energy, linear
momentum, intrinsic angular momentum and center-of-mass location, and, in
addition, an infinite number of supermomentum charges associated with
supertranslations. Recently, it has been suggested that the BMS symmetry
algebra should be enlarged to include an infinite number of additional
symmetries known as superrotations. We show that the corresponding charges are
finite and well defined, and can be divided into electric parity ""super
center-of-mass"" charges and magnetic parity ""superspin"" charges.
  The supermomentum charges are associated with ordinary gravitational-wave
memory, and the super center-of-mass charges are associated with total
(ordinary plus null) gravitational-wave memory, in the terminology of Bieri and
Garfinkle. Superspin charges are associated with the ordinary piece of spin
memory. Some of these charges can give rise to black-hole hair, as described by
Strominger and Zhiboedov. We clarify how this hair evades the no-hair theorems.
"
30eac04a-ce1c-4ff8-964a-dafdedec23ca,30eac04a-ce1c-4ff8-964a-dafdedec23ca,30eac04a-ce1c-4ff8-964a-dafdedec23ca,human,,,none,abstracts,"Clustering sequence data with mixture Markov chains with covariates
  using multiple simplex constrained optimization routine (MSiCOR)",,"  Mixture Markov Model (MMM) is a widely used tool to cluster sequences of
events coming from a finite state-space. However the MMM likelihood being
multi-modal, the challenge remains in its maximization. Although
Expectation-Maximization (EM) algorithm remains one of the most popular ways to
estimate the MMM parameters, however convergence of EM algorithm is not always
guaranteed. Given the computational challenges in maximizing the mixture
likelihood on the constrained parameter space, we develop a pattern
search-based global optimization technique which can optimize any objective
function on a collection of simplexes, which is eventually used to maximize MMM
likelihood. This is shown to outperform other related global optimization
techniques. In simulation experiments, the proposed method is shown to
outperform the expectation-maximization (EM) algorithm in the context of MMM
estimation performance. The proposed method is applied to cluster Multiple
sclerosis (MS) patients based on their treatment sequences of disease-modifying
therapies (DMTs). We also propose a novel method to cluster people with MS
based on DMT prescriptions and associated clinical features (covariates) using
MMM with covariates. Based on the analysis, we divided MS patients into 3
clusters. Further cluster-specific summaries of relevant covariates indicate
patient differences among the clusters.
"
4cd1d983-ac86-4cdc-a61e-c5f54efeff6e,4cd1d983-ac86-4cdc-a61e-c5f54efeff6e,4cd1d983-ac86-4cdc-a61e-c5f54efeff6e,human,,,none,abstracts,On Curvature Tensors of Hermitian Manifolds,,"  In this article, we examine the behavior of the Riemannian and Hermitian
curvature tensors of a Hermitian metric, when one of the curvature tensors
obeys all the symmetry conditions of the curvature tensor of a K\""ahler metric.
We will call such metrics G-K\""ahler-like or K\""ahler-like, for lack of better
terminologies. Such metrics are always balanced when the manifold is compact,
so in a way they are more special than balanced metrics, which drew a lot of
attention in the study of non-K\""ahler Calabi-Yau manifolds. In particular we
derive various formulas on the difference between the Riemannian and Hermitian
curvature tensors in terms of the torsion of the Hermitian connection. We
believe that these formulas could lead to further applications in the study of
Hermitian geometry with curvature assumptions.
"
b91e03aa-c719-4fb7-9279-ff05020ce14c,b91e03aa-c719-4fb7-9279-ff05020ce14c,b91e03aa-c719-4fb7-9279-ff05020ce14c,human,,,none,abstracts,Determinant morphism for singular varieties,,"  Let $X$ be a projective variety (possibly singular) over an algebraically
closed field of any characteristic and $\mathcal{F}$ be a coherent sheaf. In
this article, we define the determinant of $\mathcal{F}$ such that it agrees
with the classical definition of determinant in the case when $X$ is
non-singular. We study how the Hilbert polynomial of the determinant varies in
families of singular varieties. Consider a singular family such that every
fiber is a normal, projective variety. Unlike in the case when the family is
smooth, the Hilbert polynomial of the determinant does not remain constant in
singular families. However, we show that it exhibits an upper semi-continuous
behaviour. Using this we give a determinant morphism defined over flat families
of coherent sheaves. This morphism coincides with the classical determinant
morphism in the smooth case. Finally, we give applications of our results to
moduli spaces of semi-stable sheaves on $X$ and to Hilbert schemes of curves.
"
